"id","permit_","permit_type","review_type","application_start_date","issue_date","processing_time","street_number","street_direction","street_name","work_description","building_fee_paid","zoning_fee_paid","other_fee_paid","subtotal_paid","building_fee_unpaid","zoning_fee_unpaid","other_fee_unpaid","subtotal_unpaid","building_fee_waived","zoning_fee_waived","other_fee_waived","subtotal_waived","total_fee","reported_cost","community_area","census_tract","ward","latitude","longitude","location",":id",":version",":created_at",":updated_at",":@computed_region_rpca_8um6",":@computed_region_vrxf_vc4k",":@computed_region_6mkv_f3dw",":@computed_region_bdys_3d7i",":@computed_region_43wa_7qmu",":@computed_region_awaf_s7ux"
"3434502","101077496","PERMIT - RENOVATION/ALTERATION","SELF CERT","2025-12-30T00:00:00.000","2026-01-29T00:00:00.000","30","1020","W","BELMONT AVE","SELF CERT: RESTAURANT INTERIOR BUILD-OUT FROM EXISTING SUBWAY FAST FOOD BUSINESS; ADDING COOKILINE EQUIPMENT AND HOOD.","1800","75","0","1875","0","0","0","0","0","0","0","0","1875","150000","6","62200","44","41.94000649266254","-87.65501149012334","POINT (-87.655011490123 41.940006492663)","row-242h-99ib_c79v","rv-hbpm-dit9_pugz","2026-01-30T13:15:06.147Z","2026-02-02T13:20:48.993Z","22","57","4449","710","25","38"
"3433369","101077036","PERMIT - RENOVATION/ALTERATION","SELF CERT","2025-12-02T00:00:00.000","2026-01-29T00:00:00.000","58","3044","W","BELMONT AVE","SELF-CERT 2019 CBC  CURRENT USE AND OCCUPANCY IS BUSINESS ZONING C1-1. INTERIOR RENOVATION TO EXISTING COMMERCIAL SPACE AS PER PLANS.NEW BAR/RESTAURANT SPACE AND KITCHEN INCLUDING NEW COOKING EQUIPMENT, HOOD, MUA. NEW ADA BATHROOMS.","1800","75","0","1875","0","0","0","0","0","0","0","0","1875","80000","21","210100","33","41.93946414695762","-87.70448544405957","POINT (-87.70448544406 41.939464146958)","row-723w.4pff~pcw2","rv-n77y.43pg_ct96","2026-01-30T13:15:06.147Z","2026-01-30T13:15:28.577Z","39","22","21538","425","20","2"
"N2832504","B200456797","PERMIT – EXPRESS PERMIT PROGRAM","EXPRESS PERMIT PROGRAM","2026-01-21T00:00:00.000","2026-01-29T00:00:00.000","8","1418","E","53RD ST","SCOPE: NONSTRUCTURAL INTERIOR REPLACEMENT AT EXISTING DUNKIN, REPAIR CEILING GRID, FLOOR AND WALL FINISH, NEW ELECTRICAL FUXTYRES, REPLACE PLUMBING FIXTURES. LOCATIONS: 0 RESIDENTIAL UNIT(S), 1 NON-RESIDENTIAL UNIT(S), INTERIOR REMODEL OF DUNKIN RESTAURANT.","250","50","25","325","0","0","0","0","0","0","0","0","325","98990","41","410800","4","41.799629744251135","-87.59094143626464","POINT (-87.590941436265 41.799629744251)","row-n9yw-3rty_5738","rv-wv7p_2b7e.8xsg","2026-01-30T13:15:06.147Z","2026-01-30T13:15:28.577Z","10","8","21192","500","10","1"
"N2833146","B200456948","PERMIT – EXPRESS PERMIT PROGRAM","EXPRESS PERMIT PROGRAM","2026-01-22T00:00:00.000","2026-01-29T00:00:00.000","7","4350","N","CENTRAL AVE","SCOPE: NONSTRUCTURAL INTERIOR ALTERATION TO EXISTING DUNKIN DINGING ROOM, RESTROOMS AND SERVICE AREAS, REPLACE CASEWORK, FINISHES, ELECTRICAL AND PLUMBING FIXTURES. LOCATIONS: 0 RESIDENTIAL UNIT(S), 1 NON-RESIDENTIAL UNIT(S), INTERIOR REMODEL OF EXISTING DUNKIN RESTAURANT.","500","50","25","575","0","0","0","0","0","0","0","0","575","89200","15","150400","38","41.96020075528902","-87.76738159501566","POINT (-87.767381595016 41.960200755289)","row-t3ev-xbi9-wamh","rv-kkzn_phf8~qjrh","2026-01-30T13:15:06.147Z","2026-01-30T13:15:28.577Z","52","15","22254","26","19","25"
"3407511","101065946","PERMIT - RENOVATION/ALTERATION","STANDARD PLAN REVIEW","2025-03-03T00:00:00.000","2026-01-27T00:00:00.000","330","200","E","OHIO ST","EXISTING 5 STORY MIXED USE BUILDING CONVERT 2ND-5TH FLOOR OF EXISTING OFFICE SPACE TO 8 DWELLING UNITS (2 UNITS/FLOOR) W/ THREE EXISTING TO REMAIN 1ST FLOOR FOOD AND BEVERAGE RETAIL SPACES, COFFEE SHOP (DUNKIN CONUTS), ICE CREAM PARLOR (BASKIN ROBBINS) AND A MEXICAN RESTAURANT (BURRITO BEACH) INCLUDES M.E.P. & FIRE SPRINKLER (UNDER SEPARATE PERMIT) R2 & B OCCUPANCY, TYPE IIB CONSTRUCTION PER PLANS. ADMINISTRATIVE ADJUSTMENT #25-136-1/2 TO REDUCE THE ON-SITE OPEN SPACE AND REDUCE THE REQUIRED BICYCLE SPACES WITHIN 1320' OF A CTA BUS LINE APPROVED 11.19.2025.**CERTIFIED PLANS CORRECTIONS: CONDITIONAL PERMIT SUBJECT TO FIELD INSPECTIONS **","16389.36","800","10032","27221.36","0","0","0","0","0","0","0","0","27221.36","1400000","8","81403","2","41.89267129068561","-87.62257220248128","POINT (-87.622572202481 41.892671290686)","row-p74u~rbgb.pqfp","rv-5gqj~t6w2.xp5a","2026-01-28T13:15:45.704Z","2026-02-03T13:17:10.699Z","6","37","21182","159","36","22"
"N2821043","B200454190","PERMIT – EXPRESS PERMIT PROGRAM","EXPRESS PERMIT PROGRAM","2025-12-16T00:00:00.000","2026-01-22T00:00:00.000","37","2416","W","SCHUBERT AVE","SCOPE: NONSTRUCTURAL INTERIOR ALTERATION OF EXISTING RESTAURANT TO RELOCATE BAR WITH ASSOCIATED PLUMBING AND ELECTRICAL (NEXT TO RESTROOMS), CAP AND REMOVE PIPING AT FORMER BAR LOCATION. LOCATIONS: 0 RESIDENTIAL UNIT(S), 0 NON-RESIDENTIAL UNIT(S), INTERIOR; BAR RELOCATION.","250","50","50","350","0","0","0","0","0","0","0","0","350","50000","22","220200","35","41.930454015237366","-87.68858025477232","POINT (-87.688580254772 41.930454015237)","row-6r76.dkkw~rasm","rv-2h4m~75py_id2g","2026-01-23T13:11:03.284Z","2026-01-23T13:11:17.196Z","1","23","22535","240","40","24"
"N2828005","B200455781","PERMIT – EXPRESS PERMIT PROGRAM","EXPRESS PERMIT PROGRAM","2026-01-15T00:00:00.000","2026-01-22T00:00:00.000","7","222","N","LA SALLE ST","NONSTRUCTURAL INTERIOR REPLACEMENT OF WATER/SMOKE/FIRE DAMAGES TO INCLUDE 3000 SQ FT DRYWALL, PLUMBING FIXTURES AND ASSOCIATED PIPING, ELECTRICAL AND DUCTWORK. REPLACE STUDS AS NEEDED AT 1ST AND 2ND FLOR KITCHING AND DINING ROOMS. COOKING CONNECTIONS TO BE REPLACED AS EXISTING. NO FLOOR PLAN ALTERATIONS. LOCATIONS: 0 RESIDENTIAL UNIT(S), 1 NON-RESIDENTIAL UNIT(S), 1ST   2ND FLOOR RESTAURANT.","1800","50","25","1875","0","0","0","0","0","0","0","0","1875","750000","32","320200","42","41.886351604488574","-87.63261394551859","POINT (-87.632613945519 41.886351604489)","row-rwwz~7q8b.7xy7","rv-89ig.bqk6~v47v","2026-01-23T13:11:03.284Z","2026-01-23T13:11:17.196Z","42","38","14309","92","36","22"
"3431658","101076291","PERMIT - NEW CONSTRUCTION","DIRECT DEVELOPER SERVICES","2025-11-07T00:00:00.000","2026-01-21T00:00:00.000","75","3519","N","CLARK ST","DDS 2019 CBRC: FIRST TIME TENANT BUILDOUT TO EXISTING 1ST FLOOR RETAIL SPACE FOR NEW RESTAURANT. NEW PARTITIONS, ELECTRIC, VENTILATION AND PLUMBING WORK AS PER PLANS. (OCCUPANCY GROUP A-2; TYPE IIIA CONSTRUCTION) CONSULTANT REVIEWER: V3 COMPANIES OF IL","7301.4","75","0","7376.4","0","0","0","0","0","0","0","0","7376.4","1500000","6","832000","44","41.94628081101039","-87.65560312808297","POINT (-87.655603128083 41.94628081101)","row-d63g_muz7.fxv7","rv-4tm6-zhb7~vw6b","2026-01-22T13:09:29.846Z","2026-01-30T13:15:06.147Z","22","57","4449","211","25","38"
"3430650","101075852","PERMIT - RENOVATION/ALTERATION","SELF CERT","2025-12-15T00:00:00.000","2026-01-15T00:00:00.000","31","5945","W","LAWRENCE AVE","SC B1-1 INTERIOR BUILD OUT OF LIMITED RESTAURANT IN EXISTING COMMERCIAL STOREFRONT OF EXISTING MIXED USE BUILDING PER PLANS. EXISTING USE B+R, NEW USE A-2+R. EXISTING REAR APARTMENT AND GARAGE N.I.C. NO CHANGE TO BUILDING FOOTPRINT OR AREA.","1800","75","0","1875","0","0","0","0","0","0","0","0","1875","50000","15","150401","45","41.96755322293062","-87.77651234164175","POINT (-87.776512341642 41.967553222931)","row-4nfd.xq84_nafg","rv-hfcz~2h9x-ffm6","2026-01-16T13:15:43.580Z","2026-01-16T13:16:00.832Z","48","15","21869","94","50","20"
"3406111","101065268","PERMIT - RENOVATION/ALTERATION","SELF CERT","2025-04-17T00:00:00.000","2026-01-15T00:00:00.000","273","1101","W","LAKE ST","SELF-CERT 2019 CBRC: INTERIOR BUILDOUT OF A NEW RESTAURANT SPACE ON FIRST FLOOR WITHIN AN EXISTING 6 STORY BUILDING.CHANGE OF OCCUPANCY FROM B TO A-2 WORK TO INCLUDE MEP. TYPE IV CONST.","5239.8","1500","0","6739.8","0","0","0","0","0","0","0","0","6739.8","500000","28","833000","27","41.885433370571896","-87.6545276316621","POINT (-87.654527631662 41.885433370572)","row-cr8d~y72i~x7zf","rv-ik7c~mwsh.xwuv","2026-01-16T13:15:43.580Z","2026-01-21T13:19:47.091Z","44","29","14917","63","46","41"
"3434338","101077418","PERMIT - RENOVATION/ALTERATION","SELF CERT","2025-12-10T00:00:00.000","2026-01-14T00:00:00.000","35","315","N","LA SALLE DR","SELF-CERT 2019 CBRC INTERIOR ALTERATIONS AND RENOVATIONS OF EXISTING RESTAURANT TENANT SPACE AT THE STREET LEVEL AND RIVER LEVEL WITHIN EXISTING 8-STORY BUILDING (11 WITH CLOCK TOWER) NO STRUCTURAL WORK. CON TYPE IA FULLY SPRINKLED OCC A2 AND B ¿ BASE BUILDING ADDRESS 325 N LA SALLE.","8335.7","550","0","8885.7","0","0","0","0","0","0","0","0","8885.7","1851000","8","81700","42","41.887920731996346","-87.63235953008895","POINT (-87.632359530089 41.887920731996)","row-aypu-f845-q3ne","rv-g4hi_tjii-cpdx","2026-01-15T13:11:08.227Z","2026-01-22T13:09:29.846Z","55","37","4446","670","36","22"
"3405572","101065053","PERMIT - RENOVATION/ALTERATION","STANDARD PLAN REVIEW","2025-02-10T00:00:00.000","2026-01-14T00:00:00.000","338","5133","S","ARCHER AVE","SPR 2019 CBC. EXISTING 2 STORY MIXED-USE BUILDING. WORK ONLY AT 1ST FLOOR. CONVERSION OF EXISTING BAR/TAVERN INTO THE RESTAURANT. INTERIOR RENOVATION INCLUDING ELECTRICAL, HVAC AND PLUMBING. ALL WORK AS PER PLANS.","2350","75","0","2425","0","0","0","0","0","0","0","0","2425","175000","57","570500","23","41.80042074726384","-87.73097483958708","POINT (-87.730974839587 41.800420747264)","row-5ytx_zbth~d3rq","rv-swmf~7g8m_ycm2","2026-01-15T13:11:08.227Z","2026-01-15T16:00:04.861Z","56","54","22248","637","6","35"
"3401433","101063422","PERMIT - NEW CONSTRUCTION","DIRECT DEVELOPER SERVICES","2024-12-19T00:00:00.000","2026-01-13T00:00:00.000","390","6609","W","FULLERTON AVE","DDS 2019 CBC: NEW CONSTRUCTION OF A 1 STORY RESTAURANT WITH DRIVE THRU AND OUTDOOR SEATING AREA. WORK TO INCLUDE LANDSCAPE AND NEW MASONRY TRASH ENCLOSURE, MECHANICAL, ELECTRICAL, PLUMBING AND STRUCTURAL AS PER PLANS. (A-2 ASSEMBLY, B-BUSINESS, S-1 STORAGE, II-B CONSTRUCTION TYPE)","300","1575","0","1875","3350","0","0","3350","0","0","0","0","5225","2300000","18","831600","29","41.923523875007675","-87.79077304495306","POINT (-87.790773044953 41.923523875008)","row-8dy7_k3ti-gk7a","rv-skbh.amwx.f8pg","2026-01-14T13:18:19.735Z","2026-01-14T13:18:22.773Z","3","18","4454","136","7","39"
"3433420","101077048","PERMIT - RENOVATION/ALTERATION","SELF CERT","2025-12-03T00:00:00.000","2026-01-09T00:00:00.000","37","1725","W","HUBBARD ST","SELF-CERT 2019 CBRC: ALTERATION, WITH NO CHANGE IN OCCUPANCY, TO FIRST FLOOR TAPROOM INTO 3,156 SQ.FT. RESTAURANT SPACE IN EXISTING TWO STORY MIXED USE BUILDING. NO WORK TO OFFICE SPACE ABOVE. STRUCTURAL PEER REVIEW (OCCUPANCY GROUP A-2, III-A CONSTRUCTION)","2335.44","1500","0","3835.44","0","0","0","0","0","0","0","0","3835.44","350000","24","243200","27","41.88971974699358","-87.67061704171114","POINT (-87.670617041711 41.889719746994)","row-77ee_ibsi.ye7c","rv-fv4m_fnyx-s2ek","2026-01-10T13:17:25.435Z","2026-01-15T13:11:08.227Z","4","25","21560","520","46","41"
"3427731","101074680","PERMIT - RENOVATION/ALTERATION","SELF CERT","2025-10-01T00:00:00.000","2026-01-07T00:00:00.000","98","5353","N","BROADWAY","INTERIOR & EXTERIOR REMODELING OF THE EXISTING GROCERT STORE INTO A NEW HOT POT RESTAURANT INCLUDING ARCHITECTURAL , HVAC, ELECTRICAL AND PLUMBING WORK.","4382.04","75","0","4457.04","0","0","0","0","0","0","0","0","4457.04","500000","77","30703","48","41.97971181711801","-87.65981330058446","POINT (-87.659813300584 41.979711817118)","row-w7f3_tjqn.89q7","rv-x5pj_7bgn~66iq","2026-01-08T13:08:03.733Z","2026-01-08T13:08:14.568Z","15","76","22616","160","16","40"
"3428752","101075074","PERMIT - NEW CONSTRUCTION","DIRECT DEVELOPER SERVICES","2025-10-07T00:00:00.000","2026-01-05T00:00:00.000","90","205","W","SUPERIOR ST","DDS REVISION TO PERMIT 101063522. WORK TO INCLUDE LAYOUT MODIFICATIONS THROUGHOUT 5-STORY MASONRY BUILDING, EXTERIOR MATERIAL CHANGES AND ARCHITECTURAL DETAILS, AND RECONSTRUCTION OF EXISTING BASEMENT VAULT WALLS DUE TO FIELD CONDITIONS. LAYOUT CHANGES INCLUDE MINOR REVISIONS TO BASEMENT LEVEL MEN'S AND WOMEN'S LOCKER ROOMS, GROUND FLOOR LOBBY AND STAIR, LEVEL 2 LIBRARY, LEVEL 3 CORRIDOR, BATHROOM, AND RESTAURANT, AND NEW PRIVATE DINING ROOM.  LEVEL 4 GUESTROOM SCOPE TO BE REMOVED FROM THE PROJECT AND BUILT-OUT UNDER A SEPARATE PERMIT.  LEVEL 5 MODIFICATIONS INCLUDE REVISIONS TO BATHROOM LAYOUTS, EXTERIOR OPENINGS, AND NEW CIGAR LOCKER ROOM.  ASSOCIATED MEPFP UPDATES THROUGHOUT.  I-B CONSTRUCTION; A-2, M, AND R-3 OCCUPANCIES. CONSULTANT REVIEWER: V3 COMPANIES OF IL","7410","75","0","7485","0","0","0","0","0","0","0","0","7485","3000000","8","81800","42","41.89548140154971","-87.63441651745867","POINT (-87.634416517459 41.89548140155)","row-jdtg-y4rn-k7jw","rv-7b99~uk9r~mqqc","2026-01-06T16:57:09.892Z","2026-01-12T13:15:01.800Z","55","37","4446","652","36","22"
"3425417","101073649","PERMIT - RENOVATION/ALTERATION","STANDARD PLAN REVIEW","2025-09-03T00:00:00.000","2025-12-30T00:00:00.000","118","4358","W","51ST ST","SPR - 2019 CBC - MINOR RENOVATION TO EXISTING 1-STORY MASONRY RESTAURANT BUILDING TO ADD WALK-IN FREEZER (OCCUPANCY GROUP A-2, CONSTRUCTION TYPE IIIA)","2450","75","0","2525","0","0","0","0","0","0","0","0","2525","65000","57","570300","14","41.80057495028339","-87.73317634782649","POINT (-87.733176347826 41.800574950283)","row-b5rj~7yb8-qj63","rv-mzdb-5he5~wwg2","2025-12-31T13:16:23.258Z","2026-02-05T13:17:05.002Z","56","54","22248","697","8","35"
"3425813","101073851","PERMIT - RENOVATION/ALTERATION","DIRECT DEVELOPER SERVICES","2025-09-29T00:00:00.000","2025-12-29T00:00:00.000","91","1","W","GRAND AVE","**DIRECT DEVELOPER SERVICES:** 2019 CBRC: INTERIOR IMPROVEMENTS ON THE GROUND LEVEL, SECOND FLOOR, AND ROOF, OF AN EXISTING 20,400SF RESTAURANT. WORK INCLUDES A NEW COMMERCIAL KITCHEN, 2 FULL SERVICE BARS, AND GAME STATIONS INTERSPERSED WITH AFFIXED DINING TABLES. NEW MECHANICAL, ELECTRICAL, AND PLUMBING THAT INCLUDES NEW BATHROOMS. NO CHANGE IN USE. A2 ASSEMBLY CONSTRUCTION TYPE 3A. CONSULTANT REVIEWER: GLOBETROTTERS ENGINEERING","20055.2","850","0","20905.2","0","0","0","0","0","0","0","0","20905.2","6000000","8","81600","42","41.8915590423211","-87.62813937546481","POINT (-87.628139375465 41.891559042321)","row-2j2p.f824_mfp3","rv-9djx-ddan~qpiw","2025-12-30T13:18:30.091Z","2026-01-22T13:09:29.846Z","55","37","4446","669","36","22"
"3415297","101069227","PERMIT - RENOVATION/ALTERATION","STANDARD PLAN REVIEW","2025-05-30T00:00:00.000","2025-12-26T00:00:00.000","210","218","W","KINZIE ST","2019 CHICAGO BUILDING CODE - STANDARD PLAN REVIEW PROGRAM - SCOPE OF WORK TO INCLUDE:  INTERIOR RENOVATION OF EXISTING GROUP A-2 RESTAURANT IN EXISTING 5-STORY MIXED ZONING USE BUILDING WITH BASEMENT AND EXPANSION (INTERIOR BUILD-OUT) OF GROUP A-2 - RESTAURANT IN EXISTING 3-STORY ADJACENT MIXED ZONING USE BUILDING WITH BASEMENT. SPACES TO BE CONNECTED WITH 4-HOUR SEPARATION BETWEEN BUILDINGS.  MEP AND STRUCTURAL INCLUDED.  AREA OF WORK 14,281 S.F. **CERTIFIED PLANS CORRECTIONS: CONDITIONAL PERMIT SUBJECT TO FIELD INSPECTIONS **","10425.13","5750","0","16175.13","0","0","0","0","0","0","0","0","16175.13","1500000","8","81800","42","41.889266020751215","-87.63484424329431","POINT (-87.634844243294 41.889266020751)","row-mvp2~sxwm_yi4b","rv-3ymd~prq3~cg5a","2025-12-27T13:07:48.011Z","2025-12-31T13:16:23.258Z","55","37","4446","652","36","22"
"N2808600","B200450876","PERMIT – EXPRESS PERMIT PROGRAM","EXPRESS PERMIT PROGRAM","2025-11-13T00:00:00.000","2025-12-26T00:00:00.000","43","1953","N","MILWAUKEE AVE","SCOPE: NONSTRUCTURAL INTERIOR REPLACEMENT OF EXISTING RESTAURANT CABINETS AND SERVICE AREA FOR COFFEE SHOP, REPLACE DAMAGED PIPING AND ADD NEW PLUMBING AND ELECTRICAL FIXTURES. NO EXHAUST OR COOKING EQUIPMENT INCLUDED. LOCATIONS: 0 RESIDENTIAL UNIT(S), 1 NON-RESIDENTIAL UNIT(S), GROUND FLOOR.","250","50","25","325","0","0","0","0","0","0","0","0","325","150000","22","222300","1","41.91704133323047","-87.6875338466866","POINT (-87.687533846687 41.91704133323)","row-tsh6~tfh7~98ps","rv-wn84-q42u~gmsd","2025-12-27T13:07:48.011Z","2025-12-27T13:07:59.917Z","1","23","22535","180","41","24"
"3431621","101076276","PERMIT - RENOVATION/ALTERATION","SELF CERT","2025-11-20T00:00:00.000","2025-12-24T00:00:00.000","34","800","W","RANDOLPH ST","2019 CHICAGO BUILDING CODE - SELF-CERT PROGRAM - SCOPE OF WORK TO INCLUDE:  INTERIOR RENOVATION OF EXISTING CLASS A-2 ASSEMBLY RESTAURANT ON FIRST FLOOR OF 2-STORY MASONRY III-B BUILDING IN DX-5 ZONING DISTRICT PER PLANS. ELECTRICAL & PLUMBING WORK AS SHOWN, MECH REPLACEMENT OF KITCHEN EXHAUST ONLY.  AREA OF WORK: 1,600 SF","1750","1500","0","3250","0","0","0","0","0","0","0","0","3250","200000","28","833000","27","41.88451545836221","-87.64749730032112","POINT (-87.647497300321 41.884515458362)","row-9tay.dyez.5zzs","rv-vwxu~xgfe-9dzi","2025-12-25T13:08:53.773Z","2025-12-25T13:08:58.292Z","44","29","14917","63","46","41"
"3425830","101073855","PERMIT - RENOVATION/ALTERATION","STANDARD PLAN REVIEW","2025-09-11T00:00:00.000","2025-12-24T00:00:00.000","104","233","S","WACKER DR","SPR 2019 CBRC INTERIOR BUILDOUT OF FIRST FLOOR RESTAURANT TENANT SPACE (CON TYPE 1A FS OCC A2, M B)","3550","75","0","3625","0","0","0","0","0","0","0","0","3625","400000","32","839100","42","41.87856015362371","-87.63652387205532","POINT (-87.636523872055 41.878560153624)","row-cyfh.kthq.379h","rv-4ec7-cujb_f4m4","2025-12-25T13:08:53.773Z","2025-12-29T13:17:47.707Z","46","38","14914","92","36","48"
"3424778","101073360","PERMIT - RENOVATION/ALTERATION","STANDARD PLAN REVIEW","2025-08-22T00:00:00.000","2025-12-24T00:00:00.000","124","3455","N","CLARK ST","SPR 2019 CBRC: INTERIOR BUILD-OUT OF EXISTING 1-STORY RESTAURANT (OCCUPANCY GROUP A-2; TYPE IIB CONSTRUCTION)","1750","75","0","1825","0","0","0","0","0","0","0","0","1825","220514","6","832000","44","41.944923689680714","-87.6545078736872","POINT (-87.654507873687 41.944923689681)","row-h7n7.wyv7-6da5","rv-8riz_axam-w3f7","2025-12-25T13:08:53.773Z","2025-12-25T13:08:58.292Z","22","57","4449","211","25","38"
"3432135","101076530","PERMIT - RENOVATION/ALTERATION","SELF CERT","2025-11-14T00:00:00.000","2025-12-22T00:00:00.000","38","1615","N","DAMEN AVE","2019 CHICAGO BUILDING CODE - SELF-CERT PROGRAM - SCOPE OF WORK TO INCLUDE:  INTERIOR RENOVATION OF EXISTING LIMITED RESTAURANT TENANT SPACE IN EXISTING 1-STORY MIXED-USE COMMERCIAL TYPE II-A BUILDING. CHANGE IN USE FROM A-2 ASSEMBLY TO B BUSINESS FOR UNDER 50 OCCUPANTS. MEP WORK INCLUDED.  AREA OF WORK 3,150 S.F.","2362.5","1500","0","3862.5","0","0","0","0","0","0","0","0","3862.5","400000","24","240300","32","41.91091779442156","-87.67732639626593","POINT (-87.677326396266 41.910917794422)","row-8zbj~bhxh~qp26","rv-4nf5.7abm~74xn","2025-12-23T13:13:58.130Z","2025-12-23T13:14:09.887Z","4","25","22535","438","11","16"
"3408291","101066299","PERMIT - RENOVATION/ALTERATION","DIRECT DEVELOPER SERVICES","2025-03-07T00:00:00.000","2025-12-22T00:00:00.000","290","5336","S","STATE ST","DDS 2019 CBRC: TWO STORY ADDITION TO EXISTING TENNIS FACILITY WITH A NEW RESTAURANT ON THE FIRST FLOOR AND LOUNGE EXTENSION ON THE SECOND FLOOR ALONG WITH SELECTIVE INTERIOR FINISH IMPROVEMENTS. OCCUPANCY GROUPS A-4, A-2. TYPE IIB CONSTRUCTION. CONSULTANT REVIEWER: V3 COMPANIES  OF IL","96912.66","3750","0","100662.66","0","0","0","0","0","0","0","0","100662.66","2000000","40","836100","3","41.79720027934307","-87.62591391377782","POINT (-87.625913913778 41.797200279343)","row-trww.6tjq.hwrr","rv-ckb2.i5u2~7nnf","2025-12-23T13:13:58.130Z","2025-12-29T13:17:47.707Z","37","7","14924","218","9","12"
"3433404","101077046","PERMIT - RENOVATION/ALTERATION","SELF CERT","2025-12-01T00:00:00.000","2025-12-22T00:00:00.000","21","805","S","STATE ST","INTERIOR ALTERATIONS FOR EXPANSION OF GROUND FLOOR RESTAURANT TO ADJACENT SPACE IN AN EXISTING 10 STORY MIXED USE BUILDING, PER PLANS.","4441.08","1500","0","5941.08","0","0","0","0","0","0","0","0","5941.08","550000","32","320600","4","41.8716986890444","-87.62737565048037","POINT (-87.62737565048 41.871698689044)","row-5r88~cdub_hkud","rv-4s8w_3vfi-7yt7","2025-12-23T13:13:58.130Z","2025-12-23T13:14:09.887Z","35","38","14913","368","10","48"
"3422150","101072260","PERMIT - RENOVATION/ALTERATION","STANDARD PLAN REVIEW","2025-07-31T00:00:00.000","2025-12-19T00:00:00.000","141","3801","N","ASHLAND AVE","SPR 2019 CBRC: INTERIOR RENOVATIONS TO EXISTING GROUND FLOOR ONLY SUSHI RESTAURANT ON III-A CONSTR. 2-STORY MASONRY BLDG WITH BASEMENT (OCC. GROUP B) 3801-11 [3811] N. ASHLAND AVENUE, CHICAGO, IL, 60613","1750","75","0","1825","0","0","0","0","0","0","0","0","1825","125000","6","60400","47","41.950735168842144","-87.66881290118066","POINT (-87.668812901181 41.950735168842)","row-7f9w-t77e~5x6j","rv-ffhr.c7du~yy5d","2025-12-20T13:14:56.743Z","2025-12-20T13:15:04.087Z","53","57","21186","724","18","13"
"3426947","101074322","PERMIT - RENOVATION/ALTERATION","SELF CERT","2025-10-06T00:00:00.000","2025-12-19T00:00:00.000","74","1819","S","KEDZIE AVE","SELF CERT: INTERIOR RENOVATION OF AN COMMERCIAL SPACE TO ACCOMMODATE A MIXED-USE PROGRAM INCLUDING AN OFFICE, A MERCANTILE TENANT, AND A RESTAURANT WITH ASSOCIATED ARCHITECTURAL, MECHANICAL, ELECTRICAL, STRUCTURAL AND PLUMBING WORK.","7050","75","0","7125","0","0","0","0","0","0","0","0","7125","200000","29","843100","24","41.85714095488576","-87.70526116851221","POINT (-87.705261168512 41.857140954886)","row-evdt~def2.d5kp","rv-357v.4fvz~itwj","2025-12-20T13:14:56.743Z","2026-02-20T13:13:18.975Z","57","30","21569","132","14","36"
"3432108","101076516","PERMIT - RENOVATION/ALTERATION","SELF CERT","2025-12-16T00:00:00.000","2025-12-19T00:00:00.000","3","15","E","OAK ST","*SELF CERT 2019 CBRC*:STRUCTURAL PEER REVIEW INCLUDED. INTERIOR ALTERATIONS TO AN EXISTING RESTAURANT ON 6TH FLOOR BEING RENOVATED INTO A NEW RESTAURANT. NEW FINISHES. CEILING/FLOORS, PLUMBING , NEW UNDER SLAB PLUMBING FOR A NEW BAR, MECHANICAL, AND REPLACING EXISTING RTU FOR (3) SMALLER RTU'S, ADDITION OF NEW KITCHEN EXHAUST FANS FOR NEW HOODS AND NEW MAKEUP AIR UNIT. NO CHANGE OF USE. A-2 ASSEMBLY AND CONSTRUCTION TYPE 1B","5712","75","0","5787","0","0","0","0","0","0","0","0","5787","3600000","8","81201","42","41.9006472539258","-87.62754741411463","POINT (-87.627547414115 41.900647253926)","row-gzdx.u6r3.vm2u","rv-j6g3-4su2~gte5","2025-12-20T13:14:56.743Z","2025-12-24T13:12:28.643Z","6","37","21182","104","36","22"
